Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cores (product.metafields.custom.cores),Cor deste Produto (product.metafields.custom.cor_deste_produto),Cor (product.metafields.shopify.color-pattern),Tecido (product.metafields.shopify.fabric),Tamanho (product.metafields.shopify.size),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brazil,Price / Brazil,Compare At Price / Brazil,Included / International,Price / International,Compare At Price / International,Status
camiseta-premium-vini-jr-branco-b90630,CAMISETA PREMIUM VINI JR - BRANCO B90630,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"","branca, camisetas",true,Tamanho,P,,,,,,,,VJ-CAM-P-B90630,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_9960c6e6-0526-4eaf-9b9b-77d04bd427ce.png?v=1718468247,1,"",false,,,,,,,,,,,,,,,Branco,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-vini-jr-branco-b90630,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90630,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_913934c2-4b53-4837-8a6c-0e401a752f72.png?v=1718468261,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-vini-jr-branco-b90630,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90630,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_40526838-0170-463d-8592-8c260b6280fb.png?v=1718468261,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-vini-jr-branco-b90630,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90630,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_f94049d7-5ade-4393-9ede-29cb3771a939.png?v=1718468261,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-vini-jr-branco-b90630,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90630,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-vini-jr-branco-b90630,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90630,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-vini-jr-branco-b90630,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90630,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-branco-b90634,CAMISETA PREMIUM RIP TUPAC SHAKUR - BRANCO B90634,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"","branca, camisetas",true,Tamanho,P,,,,,,,,VJ-CAM-BR-P-B90634,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_62a0c0e7-d57a-424c-b01e-a4a95a7ad1fb.png?v=1718902542,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha branca"" href=""/products/camiseta-premium-rip-tupac-shakur-branco-b90634""></a>
<a class=""bolinha preta"" href=""/products/camiseta-premium-rip-tupac-shakur-preto-b90635""></a>
",,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-rip-tupac-shakur-branco-b90634,,,,,,,,,M,,,,,,,,VJ-CAM-BR-M-B90634,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_0da609ba-9846-40d5-9751-60a4b207b493.png?v=1718902933,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-branco-b90634,,,,,,,,,G,,,,,,,,VJ-CAM-BR-G-B90634,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_2c183e9a-01fa-4b8e-8304-224f58ed584a.png?v=1718902933,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-branco-b90634,,,,,,,,,GG,,,,,,,,VJ-CAM-BR-GG-B90634,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_d755e66d-9ffa-452e-849e-fafb8a0764ba.png?v=1718902933,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-branco-b90634,,,,,,,,,G2,,,,,,,,VJ-CAM-BR-G2-B90634,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-branco-b90634,,,,,,,,,G3,,,,,,,,VJ-CAM-BR-G3-B90634,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-branco-b90634,,,,,,,,,G4,,,,,,,,VJ-CAM-BR-G4-B90634,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-branco-b90633,CAMISETA PREMIUM TUPAC E BIG NOTORIOUS - BRANCO B90633,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"","branca, camisetas",true,Tamanho,P,,,,,,,,CAM-BR-P-B90633,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_3d305815-a194-489a-8880-577af8d1724f.png?v=1718902695,1,"",false,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-tupac-e-big-notorious-branco-b90633,,,,,,,,,M,,,,,,,,CAM-BR-M-B90633,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_aa9a95f8-6911-4ae3-89dc-8dfc70fe5fcf.png?v=1718902890,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-branco-b90633,,,,,,,,,G,,,,,,,,CAM-BR-G-B90633,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_8f5fde1e-c41e-4662-851d-725c982c6e95.png?v=1718902890,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-branco-b90633,,,,,,,,,GG,,,,,,,,CAM-BR-GG-B90633,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_ZOOM_0e878943-a0f7-46b8-9f60-c4ce12079e60.png?v=1718902890,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-branco-b90633,,,,,,,,,G2,,,,,,,,CAM-BR-G2-B90633,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_f66009e8-8ad0-48d6-ada0-cffd48589a0f.png?v=1718902890,5,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-branco-b90633,,,,,,,,,G3,,,,,,,,CAM-BR-G3-B90633,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-branco-b90633,,,,,,,,,G4,,,,,,,,CAM-BR-G4-B90633,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-preto-b90635,CAMISETA PREMIUM RIP TUPAC SHAKUR - PRETO B90635,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,Camiseta,"camisetas, frases",true,Tamanho,P,,,,,,,,VJ-CAM-PR-P-B90635,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_24fa58aa-1093-4e89-8ff7-24b0e4ac0c2f.png?v=1718902760,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha preta"" href=""/products/camiseta-premium-rip-tupac-shakur-preto-b90635""></a>
<a class=""bolinha branca"" href=""/products/camiseta-premium-rip-tupac-shakur-branco-b90634""></a>",Preto,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-rip-tupac-shakur-preto-b90635,,,,,,,,,M,,,,,,,,VJ-CAM-PR-M-B90635,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_ad239ae3-167d-4902-92aa-e5cd3d1365d6.png?v=1718902773,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-preto-b90635,,,,,,,,,G,,,,,,,,VJ-CAM-PR-G-B90635,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_ca417249-caf5-4c37-9b86-76fa6b380ed9.png?v=1718902773,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-preto-b90635,,,,,,,,,GG,,,,,,,,VJ-CAM-PR-GG-B90635,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_bcdecb11-c27f-43c4-9dd4-6d906a38ad90.png?v=1718902773,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-preto-b90635,,,,,,,,,G2,,,,,,,,VJ-CAM-PR-G2-B90635,330.0,shopify,201,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-preto-b90635,,,,,,,,,G3,,,,,,,,VJ-CAM-PR-G3-B90635,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-rip-tupac-shakur-preto-b90635,,,,,,,,,G4,,,,,,,,VJ-CAM-PR-G4-B90635,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-preto-b90632,CAMISETA PREMIUM TUPAC E BIG NOTORIOUS - PRETO B90632,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,Camiseta,"camisetas, frases",false,Tamanho,P,,,,,,,,VJ-CAM-P-B90632,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_d7c5de57-6e9d-4d73-b09e-48d68dbcc523.png?v=1718902833,1,"",false,,,,,,,,,,,,,,,Preto,,,,,,,,g,,,true,,,true,,,draft
camiseta-premium-tupac-e-big-notorious-preto-b90632,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90632,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_99c55b6c-067a-48d9-b35f-69fb7ee01bd9.png?v=1718902843,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-preto-b90632,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90632,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_d09c33f4-1221-40cb-a238-610e51dee001.png?v=1718902843,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-preto-b90632,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90632,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_ZOOM_2d6f984c-932d-457a-bd3d-024a62ac4414.png?v=1718902843,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-preto-b90632,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90632,330.0,shopify,201,deny,manual,99.90,139.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_2c161af9-84fd-45be-a0de-9b878da8e3e8.png?v=1718902837,5,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-preto-b90632,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90632,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-tupac-e-big-notorious-preto-b90632,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90632,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-branco-b90642,CAMISETA PREMIUM BLACK N NO STOP - BRANCO B90642,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"",camisetas,true,Tamanho,P,,,,,,,,VJ-CAM-P-B90642,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_a4977fa9-a755-4144-98c4-7e936d2de714.png?v=1719160071,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha branca"" href=""/products/camiseta-premium-black-n-no-stop-branco-b90642""></a>
<a class=""bolinha preto"" href=""/products/camiseta-premium-black-n-no-stop-preto-b90641""></a>
<a class=""bolinha beje"" href=""/products/camiseta-premium-black-n-no-stop-off-white-b90646""></a>
",Branco,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-black-n-no-stop-branco-b90642,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90642,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_3c7760c6-0c81-4e7d-bbdb-7a8a7fe105c0.png?v=1719160856,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-branco-b90642,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90642,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_dc5608aa-544d-4011-b69a-7705bc184691.png?v=1719160856,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-branco-b90642,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90642,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_71ea17b0-f5a0-4c76-8f7d-3946ddfbec81.png?v=1719160856,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-branco-b90642,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90642,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-branco-b90642,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90642,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-branco-b90642,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90642,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
